Card #,Name,Faction,Type,Rarity,Status,Automated from,Still manual
614,Defected Diplomat's Aide,HollowCourt,Unit,Common,auto,text,
615,Shadowkin Lookout,HollowCourt,Unit,Common,none,,
616,Defected Noble Scribe,HollowCourt,Unit,Common,manual,,"When this Unit enters play, you may look at the top card of your Retirement Pile."
617,Shadowkin Apprentice,HollowCourt,Unit,Common,none,,
618,Defected Diplomat Attendant,HollowCourt,Unit,Common,auto,text,
619,Shadowkin Courier,HollowCourt,Unit,Common,none,,
620,Defected Noble Recruit Basic,HollowCourt,Unit,Common,none,,
621,Shadowkin Informant Novice,HollowCourt,Unit,Common,auto,text,
622,Defected Diplomat Scribe,HollowCourt,Unit,Common,none,,
623,Shadowkin Saboteur Apprentice,HollowCourt,Unit,Common,none,,
624,Defected Noble Courier,HollowCourt,Unit,Common,auto,text,
625,Shadowkin Spy Trainee,HollowCourt,Unit,Common,none,,
626,Defected Diplomat Novice Basic,HollowCourt,Unit,Common,manual,,This Unit cannot use abilities the turn it enters play.
627,Shadowkin Watcher,HollowCourt,Unit,Common,none,,
628,Defected Noble Aide,HollowCourt,Unit,Common,none,,
629,Shadowkin Errand Novice,HollowCourt,Unit,Common,auto,text,
630,Defected Diplomat Courier,HollowCourt,Unit,Common,none,,
631,Shadowkin Blackmail Apprentice,HollowCourt,Unit,Common,manual,,This Unit gets +1 Power for each Adjacent Location you control.
632,Defected Noble Informant Basic,HollowCourt,Unit,Common,none,,
633,Shadowkin Sabotage Apprentice,HollowCourt,Unit,Common,none,,
634,"Defected Diplomat, Recently Turned",HollowCourt,Unit,Common,none,,
635,Minor Rumor,HollowCourt,Event,Common,auto,text,
636,Quiet Favor,HollowCourt,Event,Common,auto,text,
637,Petty Bribery,HollowCourt,Event,Common,auto,text,
638,Forged Note,HollowCourt,Event,Common,auto,text,
639,Minor Sabotage,HollowCourt,Event,Common,auto,text,
640,Discretion,HollowCourt,Event,Common,auto,text,
641,The Dealer,WagerBound,Unit,Mythic,partial,High Stakes,"Loaded Odds | When the Dealer enters play, you may reveal the top 3 cards of your deck; put them into your hand in any order, then discard 2 cards."
642,Lucky Sable-Ren,WagerBound,Unit,Exquisite,partial,High Stakes,"Loaded Odds | When this Unit would lose Power from an ability an opponent controls, you may reveal the top card of your deck; if it is a Unit, prevent that Power loss instead."
643,All In,WagerBound,Event,Exquisite,manual,,"Reveal the top 3 cards of your deck. Each Unit revealed this way, put it into play in an open Unit slot; each non-Unit, put it into your Retirement Pile."
644,The Last Chance,WagerBound,Location,Exquisite,partial,High Stakes,This Location cannot lose more than 2 Power from a single ability.
645,High Roller Vashenko,WagerBound,Unit,Legendary,manual,,"Loaded Odds | When this Unit enters play, you may look at the top 3 cards of your deck; put one in your hand and the rest on the bottom in any order."
646,The Odds-Keeper,WagerBound,Unit,Legendary,auto,High Stakes,
647,Fortune's Orphans,WagerBound,Unit,Legendary,partial,text,Loaded Odds
648,Double or Nothing,WagerBound,Event,Legendary,auto,text,
649,Deal with Fate,WagerBound,Event,Legendary,manual,,Look at the top 2 cards of your deck; put one in your hand and shuffle the other into your deck.
650,The Dueling Pit,WagerBound,Location,Legendary,partial,High Stakes,"Whenever a Unit is Retired at this Location's stationed slot, you may have this Location get +1 Power."
651,Human Duelist,WagerBound,Unit,Rare,auto,High Stakes,
652,Tabaxi Card Sharp,WagerBound,Unit,Rare,manual,,Loaded Odds
653,Tiefling Fortune-Teller,WagerBound,Unit,Rare,auto,text,
654,Contracted Debt Collector,WagerBound,Unit,Rare,manual,,"When this Unit enters play, you may look at target opponent's Retirement Pile."
655,Human Card Sharp,WagerBound,Unit,Rare,auto,High Stakes,
656,Tabaxi Duelist,WagerBound,Unit,Rare,manual,,Loaded Odds
657,Tiefling Debt Collector,WagerBound,Unit,Rare,auto,text,
658,Contracted Fortune-Teller,WagerBound,Unit,Rare,auto,text,
659,Loaded Dice,WagerBound,Event,Rare,manual,,"Reveal the top card of your deck. If it is a Unit, target Unit you control gets +2 Power."
660,Fortune Favors,WagerBound,Event,Rare,auto,text,
661,Debt Collection,WagerBound,Event,Rare,manual,,Put a -1 Power counter on target Unit an opponent controls for each card in its controller's hand (max 3).
662,House Edge,WagerBound,Event,Rare,manual,,"Reveal the top card of your deck. If it is a Unit, put two +1 Power counters on target Unit you control; otherwise, put one."
663,The Parlor,WagerBound,Location,Rare,manual,,Loaded Odds
664,The Dueling Grounds,WagerBound,Location,Rare,auto,High Stakes,
665,The House Vault,WagerBound,Location,Rare,manual,,"At the start of your turn, if your Retirement Pile has 3 or more cards, this Location gets +1 Power."
666,The Backroom Table,WagerBound,Location,Rare,auto,text,
667,Human Duelist Recruit,WagerBound,Unit,Uncommon,auto,High Stakes,
668,Tabaxi Card Sharp Recruit,WagerBound,Unit,Uncommon,manual,,Loaded Odds
669,Tiefling Fortune-Teller Novice,WagerBound,Unit,Uncommon,auto,text,
670,Contracted Debt Collector Recruit,WagerBound,Unit,Uncommon,manual,,"When this Unit enters play, you may look at target opponent's Retirement Pile."
671,Human Card Sharp Recruit,WagerBound,Unit,Uncommon,auto,High Stakes,
672,Tabaxi Duelist Recruit,WagerBound,Unit,Uncommon,manual,,Loaded Odds
673,Tiefling Debt Collector Novice,WagerBound,Unit,Uncommon,auto,text,
674,Contracted Fortune-Teller Novice,WagerBound,Unit,Uncommon,auto,text,
675,Human Fortune-Teller,WagerBound,Unit,Uncommon,auto,text,
676,Tabaxi Fortune-Teller,WagerBound,Unit,Uncommon,manual,,Loaded Odds
677,Tiefling Card Sharp,WagerBound,Unit,Uncommon,auto,High Stakes,
678,Contracted Duelist,WagerBound,Unit,Uncommon,manual,,"This Unit gets +1 Power for each card in your Retirement Pile, to a maximum of +2."
679,Human Debt Collector,WagerBound,Unit,Uncommon,manual,,"When this Unit enters play, you may look at target opponent's Retirement Pile."
680,Tabaxi Debt Collector,WagerBound,Unit,Uncommon,manual,,"When this Unit enters play, you may return target Unit you control with 2 or less Power to your hand."
681,Tiefling Duelist,WagerBound,Unit,Uncommon,auto,High Stakes,
682,Contracted Card Sharp,WagerBound,Unit,Uncommon,manual,,Loaded Odds
683,Quick Bet,WagerBound,Event,Uncommon,manual,,"Reveal the top 3 cards of your deck. Put a +1 Power counter on target Unit you control for each Unit revealed, then put those cards on the bottom in any order."
684,Reveal the Hand,WagerBound,Event,Uncommon,manual,,Look at target opponent's hand.
685,Coin Toss,WagerBound,Event,Uncommon,auto,text,
686,Called Bluff,WagerBound,Event,Uncommon,auto,text,
687,Even Odds,WagerBound,Event,Uncommon,manual,,"Reveal the top card of your deck. If it is a Unit, put it into your hand. If not, put it into your Retirement Pile."
688,Collect the Debt,WagerBound,Event,Uncommon,manual,,Look at the top card of your Retirement Pile.
689,Lucky Break,WagerBound,Event,Uncommon,auto,text,
690,Table Stakes,WagerBound,Event,Uncommon,auto,text,
691,Human Duelist Trainee,WagerBound,Unit,Common,none,,
692,Tabaxi Card Sharp Trainee,WagerBound,Unit,Common,none,,
693,Tiefling Fortune-Teller Trainee,WagerBound,Unit,Common,none,,
694,Contracted Debt Collector Trainee,WagerBound,Unit,Common,manual,,"When this Unit enters play, you may look at the top card of your Retirement Pile."
695,Human Card Sharp Novice,WagerBound,Unit,Common,none,,
696,Tabaxi Duelist Trainee,WagerBound,Unit,Common,manual,,"This Unit gets +1 Power for each card in your Retirement Pile, to a maximum of +1."
697,Tiefling Debt Collector Trainee,WagerBound,Unit,Common,none,,
698,Contracted Fortune-Teller Trainee,WagerBound,Unit,Common,auto,text,
699,Human Fortune-Teller Trainee,WagerBound,Unit,Common,none,,
700,Tabaxi Fortune-Teller Trainee,WagerBound,Unit,Common,none,,
701,Tiefling Card Sharp Trainee,WagerBound,Unit,Common,auto,text,
702,Contracted Duelist Trainee,WagerBound,Unit,Common,none,,
703,Human Debt Collector Trainee,WagerBound,Unit,Common,none,,
704,Tabaxi Debt Collector Trainee,WagerBound,Unit,Common,auto,text,
705,Tiefling Duelist Trainee,WagerBound,Unit,Common,none,,
706,Contracted Card Sharp Trainee,WagerBound,Unit,Common,none,,
707,Human Duelist Sprout,WagerBound,Unit,Common,none,,
708,Tabaxi Card Sharp Sprout,WagerBound,Unit,Common,auto,text,
709,Tiefling Fortune-Teller Sprout,WagerBound,Unit,Common,none,,
710,Contracted Debt Collector Sprout,WagerBound,Unit,Common,none,,
711,Human Card Sharp Sprout,WagerBound,Unit,Common,auto,High Stakes,
712,Tabaxi Duelist Sprout,WagerBound,Unit,Common,manual,,Loaded Odds
713,Tiefling Debt Collector Sprout,WagerBound,Unit,Common,none,,
714,Contracted Fortune-Teller Sprout,WagerBound,Unit,Common,none,,
715,Small Wager,WagerBound,Event,Common,manual,,"Reveal the top card of your deck. If it is a Unit, put a -1 Power counter on each of your opponents' Units. Otherwise, put a -1 Power counter on each Unit you control."
716,Peek at the Deck,WagerBound,Event,Common,auto,text,
717,Minor Debt,WagerBound,Event,Common,auto,text,
718,Coin Flip,WagerBound,Event,Common,manual,,"Reveal the top card of your deck. If it is a Unit, put it into your hand."
719,Cheap Trick,WagerBound,Event,Common,auto,text,
720,Table Talk,WagerBound,Event,Common,manual,,Look at target opponent's hand.
721,The Commissioner,Kayfabe,Unit,Mythic,partial,Bait; Switch,"When the Commissioner enters play, the opposing Unit must be Retired and replaced by a Unit from its owner's hand, if able. Then you may look at the top 2 cards of your deck."
722,Champion Vexx Steelgrin,Kayfabe,Unit,Exquisite,auto,Bait; Switch; text,
723,Championship Match,Kayfabe,Event,Exquisite,manual,,"Compare the Power of target Unit you control and its opposing Unit. The lower loses 4 Power. If tied, each loses 1 Power."
724,The Marquee,Kayfabe,Location,Exquisite,auto,Bait; text,
725,Ring Handler Marchetti,Kayfabe,Unit,Legendary,partial,Switch,"When this Unit enters play, you may return target Unit you control with lower Power to your hand."
726,The Reigning Headliner,Kayfabe,Unit,Legendary,auto,Bait,
727,"Undercard Fighter, Overlooked",Kayfabe,Unit,Legendary,partial,Switch,This Unit cannot be played unless you control 2 or more Units.
728,Ratings Sweep,Kayfabe,Event,Legendary,manual,,"Each Unit you control gets +1 Power for each Unit you control, or draw a card for each Unit you control, to a maximum of 3."
729,Contract Signing,Kayfabe,Event,Legendary,manual,,Search your deck for a Unit card and put it into your hand. Shuffle your deck.
730,The Broadcast Tower,Kayfabe,Location,Legendary,manual,,"This Location gets +1 Power for each Unit you control. At the start of your turn, if a Unit was Retired last turn, draw a card."
731,"Contracted Fighter, Rising Star",Kayfabe,Unit,Rare,auto,Bait,
732,"Contracted Fighter, Veteran",Kayfabe,Unit,Rare,auto,Switch,
733,Augmented Organiser,Kayfabe,Unit,Rare,auto,text,
734,Golem Coach,Kayfabe,Unit,Rare,auto,text,
735,Ring Crew Member,Kayfabe,Unit,Rare,auto,text,
736,"Contracted Fighter, Face Turn",Kayfabe,Unit,Rare,manual,,This Unit cannot be played unless you control 2 or more Units.
737,"Contracted Fighter, Heel Turn",Kayfabe,Unit,Rare,auto,Bait,
738,"Ring Promoter, Veteran",Kayfabe,Unit,Rare,auto,text,
739,Title Shot,Kayfabe,Event,Rare,manual,,"Put two +1 Power counters on target Unit you control, or draw a card."
740,Squash Match,Kayfabe,Event,Rare,manual,,"Target Unit you control must be chosen as the target of your opponents' abilities if able, until the start of your next turn."
741,Contract Dispute,Kayfabe,Event,Rare,manual,,Look at target opponent's hand.
742,Post-Match Interview,Kayfabe,Event,Rare,auto,text,
743,The Arena,Kayfabe,Location,Rare,auto,text,
744,The Locker Room,Kayfabe,Location,Rare,auto,text,
745,Contract Office,Kayfabe,Location,Rare,auto,text,
746,Broadcast Booth,Kayfabe,Location,Rare,auto,Bait,
747,Contracted Fighter Recruit,Kayfabe,Unit,Uncommon,auto,Bait,
748,Ring Promoter Recruit,Kayfabe,Unit,Uncommon,auto,text,
749,Fight Handler Recruit,Kayfabe,Unit,Uncommon,auto,text,
750,Ring Crew Recruit,Kayfabe,Unit,Uncommon,auto,text,
751,"Contracted Fighter, Jobber",Kayfabe,Unit,Uncommon,auto,Switch,
752,"Contracted Fighter, Prospect",Kayfabe,Unit,Uncommon,manual,,This Unit cannot use abilities the turn it enters play.
753,"Ring Promoter, Hype Man",Kayfabe,Unit,Uncommon,auto,text,
754,"Fight Handler, Cutman",Kayfabe,Unit,Uncommon,manual,,"When this Unit enters play, you may remove all Power-reducing counters from target Unit you control."
755,"Contracted Fighter, Tag Team",Kayfabe,Unit,Uncommon,auto,text,
756,"Ring Crew, Stage Manager",Kayfabe,Unit,Uncommon,auto,text,
757,"Contracted Fighter, Enforcer",Kayfabe,Unit,Uncommon,auto,Bait,
758,"Ring Promoter, Talent Scout",Kayfabe,Unit,Uncommon,auto,text,
759,"Fight Handler, Trainer",Kayfabe,Unit,Uncommon,auto,text,
760,"Ring Crew, Ringside Medic",Kayfabe,Unit,Uncommon,manual,,"When this Unit enters play, you may prevent the next 1 Power loss target Unit you control would take this turn."
761,"Contracted Fighter, Journeyman",Kayfabe,Unit,Uncommon,auto,Switch,
762,"Ring Promoter, Ringside Announcer",Kayfabe,Unit,Uncommon,auto,text,
763,Backstage Deal,Kayfabe,Event,Uncommon,auto,text,
764,Crowd Pop,Kayfabe,Event,Uncommon,auto,text,
765,Sneak Attack,Kayfabe,Event,Uncommon,manual,,"Search your deck for a Unit card with 5 or less Power, reveal it, and put it into your hand. Shuffle your deck."
766,Rewrite the Card,Kayfabe,Event,Uncommon,auto,text,
767,Contract Clause,Kayfabe,Event,Uncommon,auto,text,
768,Ratings Boost,Kayfabe,Event,Uncommon,auto,text,
769,Face Turn,Kayfabe,Event,Uncommon,auto,text,
770,Pull the Trigger,Kayfabe,Event,Uncommon,manual,,Target Unit you control gets +3 Power until end of turn.
771,Contracted Fighter Trainee,Kayfabe,Unit,Common,none,,
772,Ring Promoter Trainee,Kayfabe,Unit,Common,none,,
773,Fight Handler Trainee,Kayfabe,Unit,Common,none,,
774,Ring Crew Trainee,Kayfabe,Unit,Common,auto,text,
775,"Contracted Fighter, Local Talent",Kayfabe,Unit,Common,none,,
776,"Contracted Fighter, Green Recruit",Kayfabe,Unit,Common,auto,text,
777,"Ring Promoter, Local Hype",Kayfabe,Unit,Common,none,,
778,"Fight Handler, Rookie",Kayfabe,Unit,Common,auto,text,
779,"Ring Crew, Setup Hand",Kayfabe,Unit,Common,none,,
780,"Contracted Fighter, Try-Out",Kayfabe,Unit,Common,none,,
781,"Ring Promoter, Ticket Seller",Kayfabe,Unit,Common,auto,text,
782,"Fight Handler, Water Boy",Kayfabe,Unit,Common,none,,
783,"Contracted Fighter, Debutant",Kayfabe,Unit,Common,none,,
784,"Ring Crew, Lighting Tech",Kayfabe,Unit,Common,auto,text,
785,"Contracted Fighter, Rookie Heel",Kayfabe,Unit,Common,none,,
786,"Ring Promoter, Local Deal-Maker",Kayfabe,Unit,Common,manual,,This Unit cannot use abilities the turn it enters play.
787,"Fight Handler, Towel Carrier",Kayfabe,Unit,Common,none,,
788,"Ring Crew, Ropes Crew",Kayfabe,Unit,Common,none,,
789,"Contracted Fighter, Try-Hard",Kayfabe,Unit,Common,auto,text,
790,"Ring Promoter, Backstage Runner",Kayfabe,Unit,Common,none,,
791,"Fight Handler, Assistant",Kayfabe,Unit,Common,auto,text,
792,"Contracted Fighter, Debut Heel",Kayfabe,Unit,Common,none,,
793,"Ring Crew, Prop Master",Kayfabe,Unit,Common,none,,
794,"Contracted Fighter, Local Face",Kayfabe,Unit,Common,none,,
795,Small Pop,Kayfabe,Event,Common,auto,text,
796,Quick Angle,Kayfabe,Event,Common,auto,text,
797,Local Draw,Kayfabe,Event,Common,auto,text,
798,Cheap Shot,Kayfabe,Event,Common,manual,,"Target Unit you control must be chosen as the target of your opponents' abilities if able, until the start of your next turn."
799,Signed to a Deal,Kayfabe,Event,Common,auto,text,
800,No-Sell,Kayfabe,Event,Common,auto,text,
801,Undrowned Ledger,Factionless,Unit,Uncommon,manual,,"Whenever a card leaves any Retirement Pile, choose one — this Unit gets two Power counters; or draw a card."
802,The Understudy,Factionless,Unit,Uncommon,manual,,"Opponents must choose this Unit as a target if able. When this Unit is chosen as a target, that opponent discards two cards, or reveals their hand and you choose two cards from it to discard."
803,Long Odds Contract,Factionless,Event,Uncommon,manual,,"Reveal the top card of your deck. If it is a Unit, draw two cards. If it is not, put it into your Retirement Pile and give a Unit you control +3 Power instead."
804,Warden's Sanctuary,Factionless,Unit,Uncommon,manual,,"This Unit gets +2 Power for each Unit in your Retirement Pile. Whenever a Unit you control would be Retired, you may shuffle it into its owner's deck instead."
805,Siege Breaker,Factionless,Unit,Uncommon,manual,,"When this Unit enters play, each opposing Location loses power counters equal to the number of Units you control."
806,Twice-Forged,Factionless,Unit,Uncommon,manual,,"While this Unit is in play, whenever you play a Unit, each other Unit you control gets +1 Power. Whenever a Unit you control is Retired, each other Unit you control gets +1 Power."
807,Eternium Waystone,Factionless,Unit,Uncommon,manual,,This Unit gets +2 Power for each Location you control.
808,Fortune's Toll,Factionless,Event,Common,manual,,Draw two cards. Then discard a card.
809,Silent Ledger,Factionless,Unit,Uncommon,manual,,"When this Unit enters play, look at target opponent's hand. You may have them discard a card from it; if they do, draw a card."
810,Reckless Gambit,Factionless,Unit,Uncommon,manual,,"When this Unit enters play, reveal the top card of your deck. If its Power is 5 or greater, each Unit you control gets +2 Power until end of turn."
811,Tidal Wager,Factionless,Event,Uncommon,manual,,"Reveal the top card of your deck. If it is a Location, put it into play. If it is not, put it into your Retirement Pile and draw a card."
812,Salvage Contract,Factionless,Unit,Uncommon,manual,,"Whenever you discard a card, this Unit gets a permanent +1 Power counter."
813,Whispering Node,Factionless,Unit,Uncommon,manual,,"Whenever an opponent draws a card, you may look at it."
814,Tidewood Sentinel,Factionless,Unit,Uncommon,manual,,"Whenever a Location you control would be Retired, you may shuffle it into your deck instead. This Unit gets +1 Power for each Location you control."
815,Wandering Cutpurse,Factionless,Unit,Common,manual,,"When this Unit enters play, look at the top card of target opponent's deck. You may put it on the bottom."
816,Scrapyard Mercenary,Factionless,Unit,Common,manual,,"This Unit gets +1 Power for each card in your Retirement Pile, to a maximum of +3."
817,Traveler's Ward,Factionless,Unit,Uncommon,manual,,This Unit cannot be the target of your opponents' abilities.
818,Quickdraw Peddler,Factionless,Event,Common,manual,,"Draw a card. If you control no Locations, draw an additional card."
819,Borrowed Time,Factionless,Event,Uncommon,manual,,Target Unit you control cannot be Retired until your next turn.
820,Common Ground,Factionless,Unit,Uncommon,manual,,"This Unit gets +1 Power for each other Faction represented among Units you control, to a maximum of +4."
